,LIWC_neg,LIWC_pos,SentiWordNet_neg,SentiWordNet_pos,GI_neg,GI_pos,SenticNet_neg,SenticNet_pos,ANEW,EL,Source
vain,1.0,0.0,0.75,0.0,1.0,0.0,-0.0,0.0,,1.84,2020
value,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.169,,,2020
vapid,0.0,0.0,0.375,0.0,,,-0.84,0.0,,2.34,2020
vegan,0.0,0.0,0.5,0.0,,,-0.96,0.0,,,2020
versatile,0.0,0.0,0.25,0.25,0.0,1.0,0.0,0.135,,7.24,2020
vibrant,0.0,0.0,0.0,0.625,,,0.0,0.267,,7.63,2020
vintage,0.0,0.0,0.0,0.0,,,0.0,0.17,,,2020
visionary,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.849,,7.16,2020
vogue,0.0,0.0,0.0,0.0,,,0.0,0.161,,,2020
voguish,0.0,0.0,0.0,0.5,,,0.0,0.067,,,2020
walker,0.0,0.0,0.0,0.0,,,,,,,2020
wan,0.0,0.0,0.0,0.0,,,-0.06,0.0,,,2020
wannabe,0.0,0.0,0.0,0.125,,,-0.64,0.0,,2.03,2020
wanting,0.0,0.0,0.0,0.25,,,0.0,0.9,,,2020
wants,0.0,0.0,0.25,0.0,,,,,,,2020
warm,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.723,,7.09,2020
wasp,0.0,0.0,0.0,0.0,,,0.0,0.877,3.37,,2020
wasteful,0.0,0.0,0.0,0.0,1.0,0.0,-0.83,0.0,,,2020
waster,0.0,0.0,0.25,0.0,,,-0.81,0.0,,,2020
watch,0.0,0.0,0.0,0.0,,,,,5.78,,2020
watcher,0.0,0.0,0.0,0.25,,,0.0,0.877,,,2020
weak,1.0,0.0,0.5,0.125,,,-0.17,0.0,,2.0,2020
wealth,0.0,1.0,0.0,0.0,,,0.0,0.161,,,2020
wealthier,0.0,1.0,0.25,0.0,,,0.0,0.762,,,2020
wealthy,0.0,1.0,0.25,0.0,,,0.0,0.918,7.7,,2020
wearer,0.0,0.0,0.0,0.0,,,0.0,0.144,,,2020
weird,1.0,0.0,0.0,0.0,1.0,0.0,-0.87,0.0,,3.78,2020
weirdo,1.0,0.0,0.5,0.0,,,-0.2,0.0,,2.32,2020
western,0.0,0.0,0.0,0.0,,,-0.77,0.0,,,2020
white,0.0,0.0,0.0,0.0,,,,,6.47,,2020
white_collar,0.0,0.0,0.0,0.0,,,,,,,2020
white_woman,0.0,0.0,0.0,0.0,,,,,,,2020
wholesome,0.0,0.0,0.125,0.625,0.0,1.0,0.0,0.22,,7.38,2020
whore,1.0,0.0,0.25,0.0,,,-0.28,0.0,2.3,,2020
wife,0.0,0.0,0.0,0.0,,,,,6.33,,2020
wild,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.9,,,2020
willing,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.82,,,2020
winner,0.0,1.0,0.0,0.0,,,0.0,0.801,,,2020
winter,0.0,0.0,0.0,0.0,,,,,,,2020
wise,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.827,7.52,,2020
witty,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.836,,7.24,2020
woke,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2020
woman,0.0,0.0,0.0,0.0,,,,,,,2020
womanly,0.0,0.0,0.0,0.0,,,-0.24,0.0,,,2020
wonderful,0.0,1.0,0.0,0.75,0.0,1.0,0.0,0.805,,8.14,2020
workaholic,0.0,0.0,0.125,0.0,,,-0.78,0.0,,,2020
worker,0.0,0.0,0.0,0.0,,,0.0,0.726,,,2020
working,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2020
working_class,0.0,0.0,0.0,0.0,,,0.0,0.7,,,2020
workout,0.0,0.0,0.0,0.0,,,0.0,0.821,,,2020
worldly,0.0,0.0,0.0,0.0,,,-0.31,0.0,,,2020
worried,1.0,0.0,0.5,0.25,,,-0.88,0.0,,,2020
writer,0.0,0.0,0.0,0.0,,,0.0,0.883,5.52,,2020
yoga,0.0,0.0,0.0,0.0,,,0.0,0.827,,,2020
yogi,0.0,0.0,0.0,0.0,,,,,,,2020
young,0.0,0.0,0.125,0.0,,,0.0,0.845,6.89,,2020
young_girl,0.0,0.0,0.0,0.0,,,,,,,2020
young_woman,0.0,0.0,0.0,0.0,,,,,,,2020
younger,0.0,0.0,0.375,0.0,,,0.0,0.861,,,2020
youngman,0.0,0.0,0.0,0.0,,,,,,,2020
youngster,0.0,0.0,0.0,0.0,,,-0.02,0.0,,,2020
youth,0.0,0.0,0.0,0.0,,,0.0,0.9,6.75,,2020
youthful,0.0,0.0,0.25,0.625,,,0.0,0.839,,,2020
yuppie,0.0,0.0,0.0,0.0,,,-0.81,0.0,,,2020
yuppy,0.0,0.0,0.0,0.0,,,,,,,2020
able,0.0,0.0,0.0,0.125,0.0,1.0,,,,,2021a
achiever,0.0,0.0,0.0,0.25,,,0.0,0.338,,,2021a
active,0.0,1.0,0.0,0.375,,,0.0,0.728,,6.68,2021a
activist,0.0,0.0,0.0,0.0,,,,,,,2021a
actor,0.0,0.0,0.0,0.0,,,,,,,2021a
actress,0.0,0.0,0.0,0.0,,,,,,,2021a
adaptable,0.0,0.0,0.0,0.0,0.0,1.0,-0.92,0.0,,,2021a
addict,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.827,2.48,,2021a
addicted,0.0,0.0,0.0,0.0,,,-0.24,0.0,2.51,,2021a
admirer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.309,,,2021a
adolescent,0.0,0.0,0.0,0.0,,,0.0,0.839,,,2021a
adorable,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.317,7.81,7.46,2021a
adventure,0.0,1.0,0.0,0.25,,,0.0,0.823,7.6,,2021a
adventurer,0.0,1.0,0.0,0.0,,,0.0,0.772,,,2021a
adventurous,0.0,1.0,0.25,0.625,0.0,1.0,0.0,0.15,,6.92,2021a
affectionate,0.0,1.0,0.0,0.625,0.0,1.0,0.0,0.731,,,2021a
affluent,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.764,,,2021a
affordable,0.0,0.0,0.0,0.0,,,0.0,0.913,,7.13,2021a
aficionado,0.0,0.0,0.0,0.0,,,0.0,0.96,,,2021a
age,0.0,0.0,0.0,0.0,,,0.0,0.873,,,2021a
agile,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.74,,,2021a
agreeable,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.841,,7.24,2021a
airhead,0.0,0.0,0.0,0.0,,,,,,,2021a
alert,0.0,0.0,0.0,0.0,,,-0.8,0.0,6.2,,2021a
alive,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.45,7.25,,2021a
aloof,0.0,0.0,0.0,0.25,1.0,0.0,-0.9,0.0,4.9,,2021a
alternative,0.0,0.0,0.125,0.0,,,0.0,0.797,,,2021a
amazing,0.0,1.0,0.25,0.0,0.0,1.0,0.0,0.956,,7.97,2021a
ambassador,0.0,0.0,0.0,0.375,,,,,,,2021a
ambitious,0.0,0.0,0.125,0.5,,,0.0,0.273,,7.64,2021a
american,0.0,0.0,0.0,0.0,,,,,,,2021a
angry,1.0,0.0,0.375,0.375,1.0,0.0,-0.64,0.0,2.85,1.24,2021a
animal,0.0,0.0,0.375,0.0,,,,,,,2021a
annoying,1.0,0.0,0.25,0.0,,,-0.0,0.0,,1.38,2021a
approachable,0.0,0.0,0.0,0.625,,,0.0,0.21,,6.92,2021a
aristocrat,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2021a
arrogant,1.0,0.0,0.375,0.5,1.0,0.0,-0.64,0.0,3.69,1.45,2021a
artist,0.0,0.0,0.0,0.0,,,,,,,2021a
artistic,0.0,0.0,0.0,0.0,,,0.0,0.297,,7.36,2021a
artsy,0.0,0.0,0.0,0.0,,,-0.64,0.0,,,2021a
assertive,0.0,0.0,0.25,0.625,,,0.0,0.965,,,2021a
astute,0.0,0.0,0.0,0.5,0.0,1.0,-0.87,0.0,,,2021a
athelete,0.0,0.0,0.0,0.0,,,,,,,2021a
athlete,0.0,0.0,0.0,0.0,,,0.0,0.931,,,2021a
athletic,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.843,,,2021a
attention,0.0,0.0,0.0,0.0,,,0.0,1.0,,,2021a
attention_seeker,0.0,0.0,0.0,0.0,,,,,,,2021a
attention_seeking,0.0,0.0,0.0,0.0,,,,,,,2021a
attractive,0.0,0.0,0.0,0.875,0.0,1.0,0.0,0.9,,,2021a
aunt,0.0,0.0,0.0,0.0,,,0.0,0.324,,,2021a
authentic,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.164,,7.54,2021a
average,0.0,0.0,0.0,0.0,,,0.0,0.811,,4.32,2021a
avid,0.0,0.0,0.25,0.375,0.0,1.0,0.0,0.253,,,2021a
aware,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.03,,,2021a
awesome,0.0,1.0,0.125,0.875,,,0.0,0.9,,8.57,2021a
babe,0.0,0.0,0.0,0.0,,,0.0,0.816,,,2021a
baby,0.0,0.0,0.0,0.0,,,0.0,0.9,8.22,,2021a
bad,1.0,0.0,0.875,0.0,1.0,0.0,-0.8,0.0,,1.12,2021a
balanced,0.0,0.0,0.0,0.0,,,,,,,2021a
baller,0.0,0.0,0.0,0.0,,,,,,,2021a
banker,0.0,0.0,0.0,0.0,,,-0.11,0.0,,,2021a
bargain,0.0,0.0,0.0,0.0,0.0,1.0,-0.64,0.0,,,2021a
bargain_hunter,0.0,0.0,0.0,0.0,,,0.0,0.087,,,2021a
bargainer,0.0,0.0,0.0,0.0,,,-0.87,0.0,,,2021a
basic,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.901,,4.13,2021a
basketball_player,0.0,0.0,0.0,0.0,,,,,,,2021a
beach,0.0,0.0,0.0,0.0,,,0.0,0.077,8.03,,2021a
beachgoer,0.0,0.0,0.0,0.0,,,,,,,2021a
beautiful,0.0,1.0,0.0,0.75,,,0.0,0.778,7.6,8.41,2021a
beauty,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.849,7.82,,2021a
big,0.0,0.0,0.125,0.25,,,0.0,0.943,,,2021a
big_spender,0.0,0.0,0.0,0.0,,,-0.17,0.0,,,2021a
biker,0.0,0.0,0.0,0.0,,,0.0,0.756,,,2021a
black,0.0,0.0,0.375,0.0,,,,,5.39,,2021a
bland,0.0,0.0,0.375,0.0,1.0,0.0,-0.84,0.0,4.1,2.97,2021a
blogger,0.0,0.0,0.0,0.0,,,-0.98,0.0,,,2021a
blonde,0.0,0.0,0.0,0.0,,,0.0,0.027,,,2021a
boastful,0.0,0.0,0.25,0.0,1.0,0.0,-0.91,0.0,,,2021a
body,0.0,0.0,0.0,0.0,,,,,5.55,,2021a
bodybuilder,0.0,0.0,0.0,0.0,,,0.0,0.361,,,2021a
bohemian,0.0,0.0,0.0,0.0,,,0.0,0.119,,,2021a
bold,0.0,1.0,0.0,0.0,,,0.0,0.265,6.8,,2021a
boomer,0.0,0.0,0.0,0.0,,,-0.64,0.0,,,2021a
bore,1.0,0.0,0.125,0.0,1.0,0.0,-0.64,0.0,,,2021a
boring,1.0,0.0,0.0,0.0,,,-0.25,0.0,,2.57,2021a
bougie,0.0,0.0,0.0,0.0,,,,,,,2021a
boy,0.0,0.0,0.0,0.25,,,,,6.32,,2021a
brand,0.0,0.0,0.0,0.0,,,,,,,2021a
branded,0.0,0.0,0.0,0.0,,,,,,,2021a
brat,0.0,0.0,0.375,0.0,1.0,0.0,-0.14,0.0,,,2021a
bratty,0.0,0.0,0.5,0.375,,,-0.64,0.0,,,2021a
brave,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.85,7.15,,2021a
bright,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.13,7.5,7.4,2021a
brilliant,0.0,1.0,0.0,0.875,0.0,1.0,0.0,0.825,,8.4,2021a
british,0.0,0.0,0.0,0.0,,,,,,,2021a
bro,0.0,0.0,0.0,0.0,,,,,,,2021a
broke,1.0,0.0,0.125,0.25,1.0,0.0,-0.38,0.0,,,2021a
brother,0.0,0.0,0.0,0.0,,,0.0,0.324,7.11,,2021a
bubbly,0.0,0.0,0.125,0.0,,,0.0,0.799,,6.78,2021a
budget,0.0,0.0,0.0,0.0,,,,,,,2021a
budgeter,0.0,0.0,0.0,0.0,,,,,,,2021a
buff,0.0,0.0,0.0,0.0,,,-0.64,0.0,,,2021a
business,0.0,0.0,0.0,0.0,,,,,,,2021a
businessman,0.0,0.0,0.0,0.0,,,0.0,0.329,,,2021a
businessperson,0.0,0.0,0.0,0.0,,,0.0,0.919,,,2021a
businesswoman,0.0,0.0,0.0,0.0,,,0.0,0.24,,,2021a
busy,0.0,0.0,0.0,0.375,,,,,,,2021a
buyer,0.0,0.0,0.0,0.0,,,-0.83,0.0,,,2021a
californian,0.0,0.0,0.0,0.0,,,,,,,2021a
calm,0.0,1.0,0.0,0.375,0.0,1.0,0.0,0.915,,7.13,2021a
capable,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.349,7.16,,2021a
capitalist,0.0,0.0,0.0,0.0,,,-0.78,0.0,,,2021a
car,0.0,0.0,0.0,0.0,,,,,7.73,,2021a
career,0.0,0.0,0.0,0.0,,,,,,,2021a
carefree,0.0,1.0,0.375,0.5,0.0,1.0,0.0,0.35,7.54,,2021a
careful,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.862,,,2021a
careless,1.0,0.0,0.5,0.0,1.0,0.0,-0.88,0.0,,,2021a
caring,0.0,1.0,0.5,0.5,,,0.0,0.299,,7.88,2021a
casual,0.0,0.0,0.625,0.125,0.0,1.0,-0.86,0.0,,,2021a
caucasian,0.0,0.0,0.0,0.0,,,,,,,2021a
celebrity,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.826,,,2021a
ceo,0.0,0.0,0.0,0.0,,,,,,,2021a
champion,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.299,8.44,,2021a
charismatic,0.0,0.0,0.0,0.5,,,0.0,0.089,,7.39,2021a
charming,0.0,1.0,0.0,0.5,,,0.0,0.9,,7.76,2021a
cheap,0.0,0.0,0.25,0.0,1.0,0.0,-0.64,0.0,,3.47,2021a
cheapskate,0.0,0.0,0.0,0.0,,,-0.81,0.0,,,2021a
cheerful,0.0,1.0,0.0,0.75,0.0,1.0,0.0,0.33,,7.93,2021a
cheerleader,0.0,0.0,0.0,0.125,,,,,,,2021a
chic,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.858,,6.36,2021a
chick,0.0,0.0,0.0,0.0,,,-0.05,0.0,,,2021a
child,0.0,0.0,0.0,0.0,,,0.0,0.81,7.08,,2021a
childish,0.0,0.0,0.375,0.0,1.0,0.0,-0.82,0.0,,2.96,2021a
chill,0.0,0.0,0.25,0.125,,,0.0,0.838,,,2021a
choosy,0.0,0.0,0.75,0.25,,,0.0,0.252,,,2021a
citizen,0.0,0.0,0.0,0.0,,,0.0,0.06,,,2021a
city,0.0,0.0,0.0,0.0,,,,,6.03,,2021a
city_dweller,0.0,0.0,0.0,0.0,,,,,,,2021a
class,0.0,0.0,0.0,0.0,,,,,,,2021a
class_act,0.0,0.0,0.0,0.75,,,,,,,2021a
classic,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.161,,6.36,2021a
classical,0.0,0.0,0.0,0.25,,,0.0,0.164,,,2021a
classy,0.0,0.0,0.0,0.375,,,0.0,0.9,,7.39,2021a
clean,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,,,2021a
clear,0.0,0.0,0.0,0.25,0.0,1.0,,,,,2021a
clever,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.164,,7.31,2021a
climber,0.0,0.0,0.0,0.0,,,0.0,0.875,,,2021a
clothed,0.0,0.0,0.0,0.0,,,,,,,2021a
clothes,0.0,0.0,0.0,0.0,,,0.0,0.797,,,2021a
clotheshorse,0.0,0.0,0.0,0.0,,,0.0,0.838,,,2021a
clothing,0.0,0.0,0.0,0.0,,,0.0,0.144,6.54,,2021a
coach,0.0,0.0,0.0,0.0,,,,,,,2021a
cold,0.0,0.0,0.125,0.0,1.0,0.0,-0.21,0.0,4.02,,2021a
collected,0.0,0.0,0.0,0.0,,,,,,,2021a
collector,0.0,0.0,0.0,0.0,,,-0.92,0.0,,,2021a
college,0.0,0.0,0.0,0.0,,,,,,,2021a
college_graduate,0.0,0.0,0.0,0.0,,,,,,,2021a
college_student,0.0,0.0,0.0,0.0,,,,,,,2021a
collegiate,0.0,0.0,0.0,0.0,,,0.0,0.843,,,2021a
colorful,0.0,0.0,0.0,0.0,,,0.0,0.089,,6.5,2021a
comfort,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.246,7.07,,2021a
comfortable,0.0,1.0,0.75,0.0,0.0,1.0,0.0,0.76,,7.08,2021a
comfy,0.0,0.0,0.75,0.0,,,0.0,0.595,,7.56,2021a
committed,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021a
common,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2021a
company,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2021a
compassionate,0.0,1.0,0.875,0.0,0.0,1.0,-0.72,0.0,,,2021a
competent,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.349,,,2021a
competitive,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.845,,5.32,2021a
competitor,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.197,,,2021a
conceited,0.0,0.0,0.75,0.0,,,0.0,0.054,,1.69,2021a
confidence,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.984,,,2021a
confident,0.0,1.0,0.0,0.375,0.0,1.0,0.0,0.754,7.98,,2021a
conforming,0.0,0.0,0.0,0.0,,,,,,,2021a
conformist,0.0,0.0,0.0,0.375,,,0.0,0.193,,,2021a
confused,1.0,0.0,0.0,0.0,,,-0.27,0.0,3.21,2.6,2021a
connected,0.0,0.0,0.0,0.0,,,-0.81,0.0,,,2021a
connoisseur,0.0,0.0,0.0,0.0,,,-0.92,0.0,,,2021a
conscience,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.891,,,2021a
conscientious,0.0,0.0,0.375,0.25,0.0,1.0,0.0,0.797,,,2021a
conscious,0.0,0.0,0.25,0.125,,,0.0,0.262,,,2021a
conservative,0.0,0.0,0.0,0.0,,,0.0,0.843,,,2021a
considerate,0.0,1.0,0.25,0.5,0.0,1.0,0.0,0.976,,7.61,2021a
consistent,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.122,,,2021a
consumer,0.0,0.0,0.0,0.0,,,0.0,0.816,,,2021a
consumerist,0.0,0.0,0.0,0.0,,,-0.64,0.0,,,2021a
contemporary,0.0,0.0,0.0,0.0,,,0.0,0.966,,,2021a
content,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.966,,,2021a
conventional,0.0,0.0,0.375,0.375,,,-0.73,0.0,,4.68,2021a
cook,0.0,0.0,0.0,0.0,,,0.0,0.863,6.16,,2021a
cool,0.0,1.0,0.375,0.25,1.0,0.0,0.0,0.9,,6.96,2021a
cool_guy,0.0,0.0,0.0,0.0,,,,,,,2021a
cosmopolitan,0.0,0.0,0.0,0.0,,,0.0,0.814,,5.8,2021a
cost,0.0,0.0,0.0,0.0,1.0,0.0,-0.81,0.0,,,2021a
courageous,0.0,1.0,0.125,0.375,0.0,1.0,,,,7.88,2021a
crafty,0.0,0.0,0.125,0.625,1.0,0.0,0.0,0.9,,,2021a
crazy,1.0,0.0,0.375,0.0,1.0,0.0,0.0,0.9,,,2021a
creative,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.189,,8.07,2021a
creator,0.0,0.0,0.0,0.0,,,,,,,2021a
cultured,0.0,0.0,0.0,0.0,,,,,,,2021a
curious,0.0,0.0,0.375,0.125,,,0.0,0.91,6.08,,2021a
current,0.0,0.0,0.0,0.0,,,0.0,0.898,,,2021a
customer,0.0,0.0,0.0,0.0,,,,,,,2021a
cute,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.068,7.62,,2021a
dad,0.0,0.0,0.0,0.0,,,,,,,2021a
dancer,0.0,0.0,0.0,0.0,,,0.0,0.936,7.14,,2021a
dandy,0.0,0.0,0.0,0.0,,,0.0,0.841,,,2021a
dapper,0.0,0.0,0.125,0.375,,,-0.82,0.0,,,2021a
daredevil,0.0,0.0,0.5,0.0,,,-0.28,0.0,,,2021a
daring,0.0,1.0,0.25,0.0,0.0,1.0,0.0,0.268,,,2021a
dashing,0.0,0.0,0.0,0.0,,,0.0,0.276,,,2021a
daughter,0.0,0.0,0.0,0.0,,,0.0,0.324,,,2021a
deal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,,,2021a
debonair,0.0,0.0,0.0,0.625,,,-0.94,0.0,,,2021a
decent,0.0,1.0,0.0,0.875,0.0,1.0,0.0,0.9,,,2021a
decisive,0.0,0.0,0.0,0.0,,,0.0,0.161,,,2021a
dedicated,0.0,0.0,0.0,0.125,,,0.0,0.9,,,2021a
delightful,0.0,1.0,0.0,0.75,0.0,1.0,0.0,0.9,,7.93,2021a
demanding,0.0,0.0,0.25,0.0,,,-0.24,0.0,,,2021a
dentist,0.0,0.0,0.0,0.0,,,-0.81,0.0,4.02,,2021a
dependable,0.0,0.0,0.0,0.375,0.0,1.0,-0.64,0.0,,7.32,2021a
dependent,0.0,0.0,0.0,0.0,1.0,0.0,-0.94,0.0,,,2021a
depressed,1.0,0.0,0.125,0.0,,,-0.25,0.0,1.83,1.03,2021a
designer,0.0,0.0,0.0,0.0,,,0.0,0.947,,,2021a
desirable,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.285,,,2021a
determined,0.0,1.0,0.0,0.0,,,0.0,0.828,,,2021a
developer,0.0,0.0,0.0,0.0,,,0.0,0.084,,,2021a
different,0.0,0.0,0.0,0.625,,,,,,,2021a
diligent,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.956,,,2021a
direct,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021a
discerning,0.0,0.0,0.0,0.5,,,,,,,2021a
disciplined,0.0,0.0,0.0,0.0,,,,,,,2021a
discriminating,0.0,0.0,0.0,0.0,,,,,,,2021a
distinctive,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.83,,,2021a
distinguished,0.0,0.0,0.25,0.0,0.0,1.0,,,,6.59,2021a
diva,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021a
diverse,0.0,0.0,0.0,0.125,,,0.0,0.942,,,2021a
doctor,0.0,0.0,0.0,0.0,,,,,5.2,,2021a
doer,0.0,0.0,0.0,0.0,,,0.0,0.726,,,2021a
dope,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9,,,2021a
dork,1.0,0.0,0.0,0.125,,,-0.83,0.0,,,2021a
douche,0.0,0.0,0.0,0.0,,,-0.81,0.0,,,2021a
dressed,0.0,0.0,0.0,0.0,,,,,,,2021a
dresser,0.0,0.0,0.0,0.0,,,0.0,0.279,,,2021a
dressy,0.0,0.0,0.25,0.0,,,-0.85,0.0,,,2021a
driven,0.0,0.0,0.0,0.0,,,0.0,0.821,,,2021a
dude,0.0,0.0,0.0,0.0,,,,,,,2021a
dull,1.0,0.0,0.0,0.0,1.0,0.0,-0.06,0.0,,2.39,2021a
dumb,1.0,0.0,0.25,0.0,1.0,0.0,-0.81,0.0,,0.88,2021a
durable,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.045,,7.21,2021a
dweller,1.0,0.0,0.0,0.0,,,0.0,0.401,,,2021a
dynamic,0.0,0.0,0.0,0.5,0.0,1.0,,,,6.77,2021a
eager,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.725,,6.8,2021a
earner,0.0,0.0,0.0,0.0,,,0.0,0.068,,,2021a
earthy,0.0,0.0,0.75,0.0,,,0.0,0.787,,,2021a
easily,0.0,1.0,0.0,0.25,,,0.0,0.943,,6.6,2021a
easygoing,0.0,1.0,0.625,0.0,,,0.0,0.905,7.2,,2021a
eccentric,0.0,0.0,0.0,0.0,1.0,0.0,-0.17,0.0,,4.92,2021a
eclectic,0.0,0.0,0.0,0.0,,,-0.35,0.0,,5.9,2021a
economical,0.0,0.0,0.0,0.25,,,0.0,0.177,,,2021a
edgy,0.0,0.0,0.0,0.0,,,0.0,0.955,,,2021a
educated,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.028,,,2021a
effective,0.0,0.0,0.125,0.25,0.0,1.0,0.0,0.909,,7.1,2021a
efficient,0.0,0.0,0.375,0.375,0.0,1.0,0.0,0.163,,7.1,2021a
ego,0.0,0.0,0.375,0.5,,,-0.64,0.0,,,2021a
egocentric,0.0,0.0,0.0,0.0,,,-0.77,0.0,,,2021a
egoist,0.0,0.0,0.0,0.0,,,-0.77,0.0,,,2021a
egotistic,1.0,0.0,0.0,0.25,,,-0.0,0.0,,1.71,2021a
egotistical,1.0,0.0,0.0,0.25,1.0,0.0,-0.77,0.0,,1.59,2021a
elder,0.0,0.0,0.0,0.0,,,,,,,2021a
elegant,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.817,7.43,7.36,2021a
elite,0.0,0.0,0.0,0.25,,,0.0,0.83,,,2021a
elitist,0.0,0.0,0.0,0.0,,,0.0,0.313,,,2021a
employed,0.0,0.0,0.0,0.0,,,,,,,2021a
employee,0.0,0.0,0.0,0.0,,,0.0,0.917,,,2021a
employer,0.0,0.0,0.0,0.0,,,0.0,0.917,,,2021a
energetic,0.0,1.0,0.0,0.375,0.0,1.0,0.0,0.27,,7.28,2021a
energized,0.0,1.0,0.0,0.5,,,,,,,2021a
energy,0.0,1.0,0.0,0.0,,,0.0,0.83,,,2021a
engaged,0.0,1.0,0.0,0.0,,,0.0,0.9,8.0,,2021a
engaging,0.0,1.0,0.0,0.0,,,0.0,0.9,,7.2,2021a
engineer,0.0,0.0,0.0,0.0,,,0.0,0.332,,,2021a
english,0.0,0.0,0.0,0.0,,,,,,,2021a
enjoyable,0.0,1.0,0.25,0.5,0.0,1.0,0.0,0.78,,7.52,2021a
enjoys,0.0,1.0,0.0,0.375,,,0.0,0.9,,7.76,2021a
entertaining,0.0,1.0,0.0,0.125,,,0.0,0.9,,7.36,2021a
enthusiast,0.0,1.0,0.0,0.125,,,0.0,0.32,,,2021a
enthusiastic,0.0,1.0,0.0,0.625,0.0,1.0,0.0,0.899,,7.68,2021a
entitled,0.0,0.0,0.0,0.0,,,0.0,0.285,,,2021a
entrepreneur,0.0,0.0,0.0,0.0,,,0.0,0.919,,,2021a
envied,1.0,0.0,0.125,0.375,,,,,,,2021a
environmentalist,0.0,0.0,0.0,0.0,,,-0.29,0.0,,,2021a
established,0.0,0.0,0.0,0.0,,,,,,,2021a
european,0.0,0.0,0.0,0.0,,,-0.77,0.0,,,2021a
everyday,0.0,0.0,0.0,0.125,,,,,,,2021a
excitable,0.0,0.0,0.25,0.25,,,0.0,0.229,,,2021a
excited,0.0,1.0,0.375,0.25,0.0,1.0,0.0,0.181,,,2021a
exciting,0.0,1.0,0.375,0.25,,,0.0,0.908,,7.55,2021a
exclusive,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021a
executive,0.0,0.0,0.0,0.25,,,-0.84,0.0,,,2021a
exercise,0.0,0.0,0.0,0.0,,,,,7.13,,2021a
exerciser,0.0,0.0,0.0,0.0,,,,,,,2021a
exotic,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,,,2021a
expensive,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.84,,,2021a
experienced,0.0,0.0,0.0,0.0,,,0.0,0.255,,,2021a
expert,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2021a
explorer,0.0,0.0,0.0,0.0,,,0.0,0.772,,,2021a
